"x"
"1" NA
"2" NA
"3" NA
"4" NA
"5" NA
"6" NA
"7" NA
"8" NA
"9" NA
"10" NA
"11" "作者toolin (紅藍是世上最美的顏色)看板TWICE標題[閒聊] 又是我( ￣▽￣)σ送專時間Mon Jun 25 17:34:55 2018
推 firetim: 祝手術順利，早日康復 07/08 21:17
推 karta2747628: 祝手術順利，早日康復 07/08 21:17
推 cyxuannn: 祝手術順利，早日康復 07/08 21:18
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:19
推 karta2747628: 祝手術順利，早日康復 07/08 21:19
推 firetim: 祝手術順利，早日康復 07/08 21:20
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:20
推 karta2747628: 祝手術順利，早日康復 07/08 21:21
推 firetim: 祝手術順利，早日康復 07/08 21:22
推 karta2747628: 祝手術順利，早日康復 07/08 21:22
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:23
推 karta2747628: 祝手術順利，早日康復 07/08 21:24
推 firetim: 祝手術順利，早日康復 07/08 21:24
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:25
推 karta2747628: 祝手術順利，早日康復 07/08 21:26
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:26
推 karta2747628: 祝手術順利，早日康復 07/08 21:27
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:28
推 cyxuannn: 祝手術順利，早日康復 07/08 21:28
推 firetim: 祝手術順利，早日康復 07/08 21:28
推 karta2747628: 祝手術順利，早日康復 07/08 21:29
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:30
推 Nokia33l0: 祝手術順利，早日康復 07/08 21:30
推 karta2747628: 祝手術順利，早日康復 07/08 21:31
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:32
推 karta2747628: 祝手術順利，早日康復 07/08 21:32
推 firetim: 祝手術順利，早日康復 07/08 21:33
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:33
推 karta2747628: 祝手術順利，早日康復 07/08 21:34
推 firetim: 祝手術順利，早日康復 07/08 21:35
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:35
推 karta2747628: 祝手術順利，早日康復 07/08 21:36
推 Nokia33l0: 祝手術順利，早日康復 07/08 21:36
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:37
推 firetim: 祝手術順利，早日康復 07/08 21:37
推 karta2747628: 祝手術順利，早日康復 07/08 21:37
推 karta2747628: 祝手術順利，早日康復 07/08 21:39
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:39
推 karta2747628: 祝手術順利，早日康復 07/08 21:41
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:41
推 firetim: 祝手術順利，早日康復 07/08 21:41
推 karta2747628: 祝手術順利，早日康復 07/08 21:42
推 cyxuannn: 祝手術順利，早日康復 07/08 21:43
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:43
推 karta2747628: 祝手術順利，早日康復 07/08 21:44
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:45
推 firetim: 祝手術順利，早日康復 07/08 21:46
推 karta2747628: 祝手術順利，早日康復 07/08 21:46
推 cyxuannn: 祝手術順利，早日康復 07/08 21:47
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:47
推 karta2747628: 祝手術順利，早日康復 07/08 21:47
推 firetim: 祝手術順利，早日康復 07/08 21:48
推 cyxuannn: 祝手術順利，早日康復 07/08 21:49
推 karta2747628: 祝手術順利，早日康復 07/08 21:49
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:49
推 ly10: 祝手術順利，早日康復 07/08 21:50
推 karta2747628: 祝手術順利，早日康復 07/08 21:51
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:51
推 ly10: 祝手術順利，早日康復 07/08 21:52
推 karta2747628: 祝手術順利，早日康復 07/08 21:52
推 firetim: 祝手術順利，早日康復 07/08 21:53
推 massaget: 祝手術順利，早日康復 07/08 21:53
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:53
推 ly10: 祝手術順利，早日康復 07/08 21:54
推 karta2747628: 祝手術順利，早日康復 07/08 21:54
推 firetim: 祝手術順利，早日康復 07/08 21:55
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:55
推 ly10: 祝手術順利，早日康復 07/08 21:56
推 karta2747628: 祝手術順利，早日康復 07/08 21:56
推 sspsmusic05: 祝手術順利，早日康復 07/08 21:56
推 massaget: 祝手術順利，早日康復 07/08 21:56
推 Nokia33l0: 祝手術順利，早日康復 07/08 21:56
推 firetim: 祝手術順利，早日康復 07/08 21:57
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:57
推 cyxuannn: 祝手術順利，早日康復 07/08 21:57
推 karta2747628: 祝手術順利，早日康復 07/08 21:57
推 ly10: 祝手術順利，早日康復 07/08 21:58
推 massaget: 祝手術順利，早日康復 07/08 21:58
推 sspsmusic05: 祝手術順利，早日康復 07/08 21:59
推 Nokia33l0: 祝手術順利，早日康復 07/08 21:59
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 21:59
推 karta2747628: 祝手術順利，早日康復 07/08 21:59
推 massaget: 祝手術順利，早日康復 07/08 21:59
推 firetim: 祝手術順利，早日康復 07/08 22:00
推 sspsmusic05: 祝手術順利，早日康復 07/08 22:00
推 karta2747628: 祝手術順利，早日康復 07/08 22:01
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:01
推 massaget: 祝手術順利，早日康復 07/08 22:01
推 cyxuannn: 祝手術順利，早日康復 07/08 22:02
推 karta2747628: 祝手術順利，早日康復 07/08 22:02
推 ly10: 祝手術順利，早日康復 07/08 22:02
推 karta2747628: 祝手術順利，早日康復 07/08 22:04
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:04
推 firetim: 祝手術順利，早日康復 07/08 22:05
推 karta2747628: 祝手術順利，早日康復 07/08 22:06
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:06
推 ly10: 祝手術順利，早日康復 07/08 22:06
推 cyxuannn: 祝手術順利，早日康復 07/08 22:06
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:07
推 massaget: 祝手術順利，早日康復 07/08 22:07
推 karta2747628: 祝手術順利，早日康復 07/08 22:07
推 sspsmusic05: 祝手術順利，早日康復 07/08 22:07
推 cyxuannn: 祝手術順利，早日康復 07/08 22:08
推 karta2747628: 祝手術順利，早日康復 07/08 22:09
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:09
推 cyxuannn: 祝手術順利，早日康復 07/08 22:09
推 karta2747628: 祝手術順利，早日康復 07/08 22:11
推 cyxuannn: 祝手術順利，早日康復 07/08 22:11
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:12
推 karta2747628: 祝手術順利，早日康復 07/08 22:12
推 Nokia33l0: 祝手術順利，早日康復 07/08 22:13
推 firetim: 祝手術順利，早日康復 07/08 22:13
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:13
推 karta2747628: 祝手術順利，早日康復 07/08 22:14
推 cyxuannn: 祝手術順利，早日康復 07/08 22:14
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:15
推 karta2747628: 祝手術順利，早日康復 07/08 22:16
推 cyxuannn: 祝手術順利，早日康復 07/08 22:16
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:17
推 karta2747628: 祝手術順利，早日康復 07/08 22:17
推 cyxuannn: 祝手術順利，早日康復 07/08 22:18
推 karta2747628: 祝手術順利，早日康復 07/08 22:19
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:19
推 cyxuannn: 祝手術順利，早日康復 07/08 22:20
推 karta2747628: 祝手術順利，早日康復 07/08 22:21
推 cyxuannn: 祝手術順利，早日康復 07/08 22:22
推 karta2747628: 祝手術順利，早日康復 07/08 22:22
推 Nokia33l0: 祝手術順利，早日康復 07/08 22:23
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:23
推 karta2747628: 祝手術順利，早日康復 07/08 22:24
推 cyxuannn: 祝手術順利，早日康復 07/08 22:24
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:25
推 karta2747628: 祝手術順利，早日康復 07/08 22:26
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:27
推 karta2747628: 祝手術順利，早日康復 07/08 22:27
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:29
推 karta2747628: 祝手術順利，早日康復 07/08 22:29
推 cyxuannn: 祝手術順利，早日康復 07/08 22:30
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:30
推 Nokia33l0: 祝手術順利，早日康復 07/08 22:30
推 karta2747628: 祝手術順利，早日康復 07/08 22:31
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:32
推 karta2747628: 祝手術順利，早日康復 07/08 22:32
推 cyxuannn: 祝手術順利，早日康復 07/08 22:33
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:34
推 karta2747628: 祝手術順利，早日康復 07/08 22:34
推 cyxuannn: 祝手術順利，早日康復 07/08 22:35
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:35
推 karta2747628: 祝手術順利，早日康復 07/08 22:36
推 she850403: 祝手術順利，早日康復 07/08 22:37
推 cyxuannn: 祝手術順利，早日康復 07/08 22:37
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:37
推 karta2747628: 祝手術順利，早日康復 07/08 22:37
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:39
推 karta2747628: 祝手術順利，早日康復 07/08 22:39
推 Nokia33l0: 祝手術順利，早日康復 07/08 22:39
推 cyxuannn: 祝手術順利，早日康復 07/08 22:39
推 firetim: 祝手術順利，早日康復 07/08 22:39
推 karta2747628: 祝手術順利，早日康復 07/08 22:41
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:41
推 karta2747628: 祝手術順利，早日康復 07/08 22:42
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:43
推 karta2747628: 祝手術順利，早日康復 07/08 22:44
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:45
推 Nokia33l0: 祝手術順利，早日康復 07/08 22:45
推 karta2747628: 祝手術順利，早日康復 07/08 22:46
推 she850403: 祝手術順利，早日康復 07/08 22:46
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:47
推 karta2747628: 祝手術順利，早日康復 07/08 22:47
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:49
推 karta2747628: 祝手術順利，早日康復 07/08 22:49
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:50
推 karta2747628: 祝手術順利，早日康復 07/08 22:51
推 Nokia33l0: 祝手術順利，早日康復 07/08 22:51
推 karta2747628: 祝手術順利，早日康復 07/08 22:52
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:52
推 chuncinsky: 祝手術順利，早日康復 07/08 22:53
推 Nokia33l0: 祝手術順利，早日康復 07/08 22:53
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:54
推 karta2747628: 祝手術順利，早日康復 07/08 22:54
推 chuncinsky: 祝手術順利，早日康復 07/08 22:55
推 karta2747628: 祝手術順利，早日康復 07/08 22:56
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:56
推 cyxuannn: 祝手術順利，早日康復 07/08 22:56
推 Nokia33l0: 祝手術順利，早日康復 07/08 22:57
推 chuncinsky: 祝手術順利，早日康復 07/08 22:57
推 karta2747628: 祝手術順利，早日康復 07/08 22:57
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:58
推 cyxuannn: 祝手術順利，早日康復 07/08 22:58
推 Nokia33l0: 祝手術順利，早日康復 07/08 22:58
推 chuncinsky: 祝手術順利，早日康復 07/08 22:59
推 Nokia33l0: 祝手術順利，早日康復 07/08 22:59
推 karta2747628: 祝手術順利，早日康復 07/08 22:59
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 22:59
推 Nokia33l0: 祝手術順利，早日康復 07/08 23:00
推 cyxuannn: 祝手術順利，早日康復 07/08 23:00
推 chuncinsky: 祝手術順利，早日康復 07/08 23:00
推 karta2747628: 祝手術順利，早日康復 07/08 23:01
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 23:01
推 karta2747628: 祝手術順利，早日康復 07/08 23:02
推 SaTzuNaMo: 祝手術順利，早日康復 07/08 23:03
推 firetim: 祝手術順利，早日康復 07/08 23:03
推 karta2747628: 祝手術順利，早日康復 07/08 23:04
推 karta2747628: 祝手術順利，早日康復 07/08 23:06
推 karta2747628: 祝手術順利，早日康復 07/08 23:07
推 karta2747628: 祝手術順利，早日康復 07/08 23:09
推 karta2747628: 祝手術順利，早日康復 07/08 23:11
推 karta2747628: 祝手術順利，早日康復 07/08 23:12
推 karta2747628: 祝手術順利，早日康復 07/08 23:14
推 karta2747628: 祝手術順利，早日康復 07/08 23:16
推 karta2747628: 祝手術順利，早日康復 07/08 23:17
推 popo60312: 祝手術順利，早日康復 07/09 13:06
推 popo60312: 祝手術順利，早日康復 07/09 13:31
→ popo60312: 阿 忘記到昨天而已XD 07/09 13:31
推 lina3360: 祝手術順利，早日康復 07/11 12:21
"
"12" NA
"13" NA
"14" "作者steven920705 (hahaha)看板TWICE標題[閒聊] Summer Nights 會是全新專輯嗎?!時間Tue Jun 26 10:26:23 2018
各位ONCE大大安安 TWICE板首po 如果文章有不妥切的地方請鞭小力一點QQ。

正文開始

相信各位神一般的大大一定都已預購了不少新專輯了

小弟沒錢又沒腎XD 但也刷了一波 TYPE A TYPE B TYPE C

在這樣歡喜的日子裡 昨天和因緣際會之下認識的美籍ONCE聊天

講到新專輯 SUMMER NIGHTS時 他傳了英文維基百科裡新專輯的條目給我看

他主要要表達的是 SUMMER NIGHTS 會不會有可能像MERRY AND HAPPY 一樣

是「再發行」專輯?!

節錄維基百科引文如下 主條目Twice discography

South Korea-based girl group Twice have released two studio album, one
compilation album, three reissue albums, six extended plays, one compilation
extended play, and thirteen singles.

(中略)

Reissues

List of reissues

Twicecoaster: Lane 2 Released: February 20, 2017

Merry & Happy   Released: December 11, 2017

Summer Nights

Release date: July 9, 2018 

以上是維基百科的資訊 黃色字體就說明了SUMMER NIGHTS好像是Reissues

字面上翻譯就是重新發行的專輯 就像Twicecoaster: Lane 2和Merry & Happy一樣

美國人他猜說專輯很可能是

What is Love?   SWEET TALKER   HO!  DEJAVU  Say Yes  STUCK

再加上 DANCE THE NIGHT AWAY

如果是這樣的話我會覺得有點可惜啦呵呵 可以聽的新歌就變少了

因為很疑惑 所以今天爬了板上的文 但是還是沒有解答

還是大大們都已經知道這件事 是小弟孤陋寡聞??

不過無論是再發行專輯 還是全新迷你專輯

身為ONCE們都要全力應援阿

謝謝您有耐心看完全文 如果有大大可以解答或一起討論的就太棒了XD

—————————————————————————————
看來這次有三首歌了 謝謝大大們幫忙欸^_^


--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.35.154.63
※ 文章網址: https://www.ptt.cc/bbs/TWICE/M.1529979989.A.4FC.html
※ 編輯: steven920705 (223.136.247.66), 06/26/2018 10:31:05
推 tieneun: 維基百科有問題，lane2也是特別專輯，不是改版專輯 06/26 10:32
→ tieneun: 這張比較可能偏向lane2 06/26 10:32
推 brian910615: 這張就是特別專 只有一兩首新歌我覺得是可預期的 06/26 10:32
→ garyqbs: 官方很早就已經定義了,就是特別專輯~ 06/26 10:34
推 tycousin: MH是正規後續專,等官方曲目配置出來就好 06/26 10:35
推 iamseanx: 至少不是單曲～歌多點也好 06/26 10:36
→ HowWhy99: 維基是一般人編的 又不是官方(公司)編的 06/26 10:45
→ steven920705: 所以special album的意思是新專輯會把what is love 06/26 10:45
→ steven920705: 的歌曲加入哦！？ 06/26 10:45
→ HowWhy99: 所以一切都是官方為主 06/26 10:45
→ HowWhy99: 像我也有編過 06/26 10:46
→ steven920705: 也是啦 維基可能有問題 不過官方好像也沒有做太多說 06/26 10:47
→ steven920705: 明^_^ 06/26 10:47
推 wumayzi: LANE2以形式來看，其實是改版專=後續專，雖冠特別專的名 06/26 11:02
→ wumayzi: 義，這次不曉得會是怎樣，滿想真正的特別專XD(全新歌，可 06/26 11:02
→ wumayzi: 以參考友團的夏日或冬天特別專) 06/26 11:02
推 elvissu: V有說過會有新歌～～ 06/26 11:04
推 dn06pooh: 這次有強調是特別專啊，記得之前有個影片彩瑛說成再版 06/26 11:05
→ dn06pooh: 還被成員糾正很多次，所以是特別專喔 06/26 11:05
→ steven920705: 對啊我也是很好奇 不過希望新歌可以多一些XD 06/26 11:05
→ elvissu: 曲目表好像都是在預購後才出來的哦～不管歌有多少 專輯小 06/26 11:10
→ elvissu: 卡都是新的買下去就對了～～ 06/26 11:10
→ Keney99: 有賣必買~~ 06/26 11:23
推 deshocker: 希望有What is Love?的抒情版 06/26 11:28
→ steven920705: 嗯嗯 以lane2 來看可能也會有純音樂板哦 06/26 11:36
推 Shine2552: Lane2的時候有把前面三首主打的配樂版放入 不知道這次 06/26 11:45
→ Shine2552: 會不會把敲敲後的主打配樂版放入 06/26 11:45
推 EVA1125ONCE: 在曲目表出來之前 沒人能確定有多少新歌 耐心等吧！ 06/26 11:49
推 sea456123: 我的理解是特別專=迷你專後續 06/26 12:24
推 sol785632: 大多數迷你專4-6首新歌 會叫特別專就是新歌不到4首 但 06/26 12:33
→ sol785632: 是通常會都會擺到6首 （某些專輯獎項入選條件有最低歌 06/26 12:33
→ sol785632: 曲數） 所以2新+4舊或者3+3的配置是可預期的 06/26 12:33
→ bugbuug: 其實…真的這麼擔心可以等曲目表出了再買，五大現貨也都 06/26 12:36
